Date,Away Team,Away Score,Home Team,Home Score
2017-6-25,Texas Rangers,7,New York Yankees,6
2017-6-25,Detroit Tigers,7,San Diego Padres,5
2017-6-25,Houston Astros,8,Seattle Mariners,2
2017-6-25,New York Mets,8,San Francisco Giants,2
2017-6-25,Pittsburgh Pirates,4,St. Louis Cardinals,8
2017-6-25,Baltimore Orioles,8,Tampa Bay Rays,5
2017-6-25,Cincinnati Reds,6,Washington Nationals,2
2017-6-26,Philadelphia Phillies,1,Arizona D'Backs,6
2017-6-26,Minnesota Twins,1,Boston Red Sox,4
2017-6-26,New York Yankees,6,Chicago White Sox,5
2017-6-26,Los Angeles Angels,4,Los Angeles Dodgers,0
2017-6-26,Colorado Rockies,2,San Francisco Giants,9
2017-6-26,Cincinnati Reds,2,St. Louis Cardinals,8
2017-6-26,Chicago Cubs,5,Washington Nationals,4
2017-6-27,St. Louis Cardinals,5,Arizona D'Backs,6
2017-6-27,Minnesota Twins,2,Boston Red Sox,9
2017-6-27,New York Yankees,3,Chicago White Sox,4
2017-6-27,Milwaukee Brewers,6,Cincinnati Reds,8
2017-6-27,Texas Rangers,2,Cleveland Indians,1
2017-6-27,Kansas City Royals,3,Detroit Tigers,5
2017-6-27,Oakland Athletics,6,Houston Astros,4
2017-6-27,Los Angeles Angels,0,Los Angeles Dodgers,4
2017-6-27,New York Mets,3,Miami Marlins,6
2017-6-27,Tampa Bay Rays,4,Pittsburgh Pirates,2
2017-6-27,Atlanta Braves,3,San Diego Padres,0
2017-6-27,Philadelphia Phillies,8,Seattle Mariners,2
2017-6-27,Colorado Rockies,3,San Francisco Giants,4
2017-6-27,Baltimore Orioles,3,Toronto Blue Jays,1
2017-6-27,Chicago Cubs,1,Washington Nationals,6
2017-6-28,Los Angeles Dodgers,2,Los Angeles Angels,3
2017-6-28,St. Louis Cardinals,4,Arizona D'Backs,3
2017-6-28,Minnesota Twins,4,Boston Red Sox,1
2017-6-28,Milwaukee Brewers,3,Cincinnati Reds,4
2017-6-28,Texas Rangers,3,Cleveland Indians,5
2017-6-28,Kansas City Royals,8,Detroit Tigers,2
2017-6-28,New York Mets,8,Miami Marlins,0
2017-6-28,Tampa Bay Rays,2,Pittsburgh Pirates,6
2017-6-28,Atlanta Braves,4,San Diego Padres,7
2017-6-28,Philadelphia Phillies,5,Seattle Mariners,4
2017-6-28,Colorado Rockies,3,San Francisco Giants,5
2017-6-28,Baltimore Orioles,0,Toronto Blue Jays,4
2017-6-28,Chicago Cubs,4,Washington Nationals,8
2017-6-29,Los Angeles Dodgers,6,Los Angeles Angels,2
2017-6-29,Minnesota Twins,3,Boston Red Sox,6
2017-6-29,New York Yankees,3,Chicago White Sox,4
2017-6-29,Texas Rangers,1,Cleveland Indians,5
2017-6-29,Kansas City Royals,3,Detroit Tigers,7
2017-6-29,Oakland Athletics,1,Houston Astros,6
2017-6-29,New York Mets,6,Miami Marlins,3
2017-6-29,Tampa Bay Rays,0,Pittsburgh Pirates,4
2017-6-29,Atlanta Braves,0,San Diego Padres,6
2017-6-29,Baltimore Orioles,2,Toronto Blue Jays,0
2017-6-29,Chicago Cubs,5,Washington Nationals,4
2017-6-30,Colorado Rockies,6,Arizona D'Backs,3
2017-6-30,Tampa Bay Rays,6,Baltimore Orioles,4
2017-6-30,Texas Rangers,7,Chicago White Sox,8
2017-6-30,Chicago Cubs,0,Cincinnati Reds,5
2017-6-30,Minnesota Twins,1,Kansas City Royals,8
2017-6-30,Miami Marlins,2,Milwaukee Brewers,3
2017-6-30,Philadelphia Phillies,1,New York Mets,2
2017-6-30,Atlanta Braves,3,Oakland Athletics,1
2017-6-30,Washington Nationals,1,St. Louis Cardinals,8
2017-6-30,Boston Red Sox,7,Toronto Blue Jays,4
2017-7-1,Seattle Mariners,0,Los Angeles Angels,4
2017-7-1,Colorado Rockies,2,Arizona D'Backs,6
2017-7-1,Chicago Cubs,3,Cincinnati Reds,5
2017-7-1,Cleveland Indians,4,Detroit Tigers,7
2017-7-1,Cleveland Indians,4,Detroit Tigers,1
2017-7-1,New York Yankees,6,Houston Astros,7
2017-7-1,Miami Marlins,4,Milwaukee Brewers,8
2017-7-1,Philadelphia Phillies,6,New York Mets,7
2017-7-1,Atlanta Braves,4,Oakland Athletics,3
2017-7-1,San Francisco Giants,2,Pittsburgh Pirates,1
2017-7-1,Los Angeles Dodgers,8,San Diego Padres,0
2017-7-1,Washington Nationals,1,St. Louis Cardinals,2
2017-7-1,Boston Red Sox,7,Toronto Blue Jays,1
2017-7-2,Seattle Mariners,5,Los Angeles Angels,3
2017-7-2,Colorado Rockies,3,Arizona D'Backs,4
2017-7-2,Tampa Bay Rays,1,Baltimore Orioles,7
2017-7-2,Texas Rangers,5,Chicago White Sox,6
2017-7-2,Chicago Cubs,6,Cincinnati Reds,2
2017-7-2,New York Yankees,1,Houston Astros,8
2017-7-2,Minnesota Twins,2,Kansas City Royals,6
2017-7-2,Philadelphia Phillies,7,New York Mets,1
2017-7-2,Atlanta Braves,4,Oakland Athletics,3
2017-7-2,San Francisco Giants,5,Pittsburgh Pirates,3
2017-7-2,Los Angeles Dodgers,3,San Diego Padres,5
2017-7-2,Washington Nationals,7,St. Louis Cardinals,2
2017-7-3,Cincinnati Reds,3,Colorado Rockies,5
2017-7-3,Baltimore Orioles,1,Milwaukee Brewers,8
2017-7-3,Los Angeles Angels,5,Minnesota Twins,9
2017-7-3,Toronto Blue Jays,3,New York Yankees,6
2017-7-3,Chicago White Sox,7,Oakland Athletics,2
2017-7-3,Pittsburgh Pirates,0,Philadelphia Phillies,4
2017-7-3,Kansas City Royals,3,Seattle Mariners,1
2017-7-3,Boston Red Sox,7,Texas Rangers,5
2017-7-3,New York Mets,2,Washington Nationals,3
2017-7-4,Tampa Bay Rays,6,Chicago Cubs,5
2017-7-4,San Diego Padres,1,Cleveland Indians,0
2017-7-4,Cincinnati Reds,8,Colorado Rockies,1
2017-7-4,San Francisco Giants,3,Detroit Tigers,5
2017-7-4,Arizona D'Backs,3,Los Angeles Dodgers,4
2017-7-4,Baltimore Orioles,2,Milwaukee Brewers,6
2017-7-4,Los Angeles Angels,4,Minnesota Twins,5
2017-7-4,Toronto Blue Jays,4,New York Yankees,1
2017-7-4,Chicago White Sox,6,Oakland Athletics,7
2017-7-4,Pittsburgh Pirates,3,Philadelphia Phillies,0
2017-7-4,Kansas City Royals,7,Seattle Mariners,3
2017-7-4,Miami Marlins,5,St. Louis Cardinals,2
2017-7-5,Tampa Bay Rays,3,Chicago Cubs,7
2017-7-5,San Diego Padres,6,Cleveland Indians,2
2017-7-5,Cincinnati Reds,3,Colorado Rockies,5
2017-7-5,San Francisco Giants,5,Detroit Tigers,4
2017-7-5,Arizona D'Backs,0,Los Angeles Dodgers,1
2017-7-5,Baltimore Orioles,0,Milwaukee Brewers,4
2017-7-5,Los Angeles Angels,2,Minnesota Twins,1
2017-7-5,Toronto Blue Jays,7,New York Yankees,6
2017-7-5,Chicago White Sox,4,Oakland Athletics,7
2017-7-5,Pittsburgh Pirates,5,Philadelphia Phillies,2
2017-7-5,Kansas City Royals,9,Seattle Mariners,6
2017-7-5,Miami Marlins,9,St. Louis Cardinals,6
2017-7-5,Boston Red Sox,2,Texas Rangers,8
2017-7-6,Cincinnati Reds,6,Colorado Rockies,3
2017-7-6,San Francisco Giants,2,Detroit Tigers,6
2017-7-6,Arizona D'Backs,4,Los Angeles Dodgers,5
2017-7-6,Baltimore Orioles,4,Minnesota Twins,6
2017-7-6,Pittsburgh Pirates,6,Philadelphia Phillies,3
2017-7-6,Oakland Athletics,7,Seattle Mariners,4
2017-7-6,Miami Marlins,3,St. Louis Cardinals,4
2017-7-6,Boston Red Sox,1,Tampa Bay Rays,4
2017-7-6,Houston Astros,4,Toronto Blue Jays,7
2017-7-6,Atlanta Braves,5,Washington Nationals,2
2017-7-7,Cincinnati Reds,3,Arizona D'Backs,6
2017-7-7,Pittsburgh Pirates,1,Chicago Cubs,6
2017-7-7,Kansas City Royals,1,Los Angeles Dodgers,4
2017-7-7,Baltimore Orioles,6,Minnesota Twins,9
2017-7-7,Milwaukee Brewers,9,New York Yankees,4
2017-7-7,San Diego Padres,4,Philadelphia Phillies,3
2017-7-7,Oakland Athletics,2,Seattle Mariners,7
2017-7-7,Miami Marlins,6,San Francisco Giants,1
2017-7-7,New York Mets,6,St. Louis Cardinals,5
2017-7-7,Boston Red Sox,8,Tampa Bay Rays,3
2017-7-7,Atlanta Braves,4,Washington Nationals,5
2017-7-8,Cincinnati Reds,7,Arizona D'Backs,0
2017-7-8,Pittsburgh Pirates,4,Chicago Cubs,2
2017-7-8,Detroit Tigers,0,Cleveland Indians,4
2017-7-8,Chicago White Sox,5,Colorado Rockies,4
2017-7-8,Kansas City Royals,4,Los Angeles Dodgers,5
2017-7-8,Baltimore Orioles,5,Minnesota Twins,1
2017-7-8,Milwaukee Brewers,3,New York Yankees,5
2017-7-8,San Diego Padres,2,Philadelphia Phillies,1
2017-7-8,Oakland Athletics,4,Seattle Mariners,3
2017-7-8,Miami Marlins,5,San Francisco Giants,4
